trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
5170f52d-6560-4670-bbe6-6801f028d4c9,2026-09-12T03:34:59.560932,AVNT/USDT,BUY,0.101,61.5,0.7914666201398362,breakout,0.0,0.0,,0.0,0.001
30c71e68-4bbe-4226-8f06-02135553d6a0,2026-09-12T03:35:00.368637,KAT/USDT,BUY,0.00494,1270.0,0.7739897079097007,breakout,0.0,0.0,,0.0,0.001
30c71e68-4bbe-4226-8f06-02135553d6a0,2026-09-12T03:51:49.893808,KAT/USDT,SELL,0.0048,1270.0,0.7739897079097007,breakout,-0.18389600000000045,-2.834008097165999,Coffin Nail (Exchange Stop),0.0,0.001
5170f52d-6560-4670-bbe6-6801f028d4c9,2026-09-12T04:54:25.655177,AVNT/USDT,SELL,0.1013,61.5,0.7914666201398362,breakout,0.018443609999999677,0.2970297029702918,Bearish Divergence,0.0,0.001
369a4154-f9c7-4b63-8ef3-7a51ff2d2e78,2026-09-12T20:02:46.251634,LINEA/USDT,BUY,0.002733,2265.0,0.7932191909521817,breakout,0.0,0.0,,0.0,0.001
369a4154-f9c7-4b63-8ef3-7a51ff2d2e78,2026-09-12T20:03:35.504595,LINEA/USDT,SELL,0.0027319999999999996,2265.0,0.7932191909521817,breakout,-0.002271330000001283,-0.036589828027828994,Bearish Divergence,0.0,0.001
9144ec7f-e92a-4583-8c6c-afa65511cf9d,2026-09-12T21:18:59.795647,EUL/USDT,BUY,1.3010000000000002,4.77,0.806675004968979,breakout,0.0,0.0,,0.0,0.001
cccd8875-a954-4768-bee9-7b4e02b5e71d,2026-09-12T21:19:00.644324,PROM/USDT,BUY,6.0409999999999995,0.91,0.6926491254991931,breakout,0.0,0.0,,0.0,0.001
9144ec7f-e92a-4583-8c6c-afa65511cf9d,2026-09-12T21:20:39.885646,EUL/USDT,SELL,1.3040000000000003,4.77,0.806675004968979,breakout,0.01430362000000054,0.23059185242122315,Trailing Stop,0.0,0.001
cccd8875-a954-4768-bee9-7b4e02b5e71d,2026-09-12T21:50:46.051350,PROM/USDT,SELL,5.843,0.91,0.6926491254991931,breakout,-0.18549712999999957,-3.277603045853328,Coffin Nail (Exchange Stop),0.0,0.001
