trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
bb4b0eed-e42f-42b0-9061-8afb149f9e83,2026-09-13T00:34:41.014348,SAGA/USDT,BUY,0.01658,372.4,0.8071280334795434,breakout,0.0,0.0,,0.0,0.001
bb4b0eed-e42f-42b0-9061-8afb149f9e83,2026-09-13T00:36:09.287350,SAGA/USDT,SELL,0.01659,372.4,0.8071280334795434,breakout,0.003717639999999848,0.06031363088057655,Bearish Divergence,0.0,0.001
fd279c06-9731-4df9-9e7e-de0a6b5fec5a,2026-09-13T01:02:45.557185,SAGA/USDT,BUY,0.01676,367.3,0.7926608219084408,breakout,0.0,0.0,,0.0,0.001
ee2fae37-a5a7-474c-b09e-ef798caae899,2026-09-13T01:02:46.407652,DOGS/USDT,BUY,5.374e-05,115109.0,0.6852611063079912,breakout,0.0,0.0,,0.0,0.001
fd279c06-9731-4df9-9e7e-de0a6b5fec5a,2026-09-13T01:04:09.526832,SAGA/USDT,SELL,0.01676,367.3,0.7926608219084408,breakout,-6.35e-06,0.0,Bearish Divergence,0.0,0.001
ee2fae37-a5a7-474c-b09e-ef798caae899,2026-09-13T01:16:31.597839,DOGS/USDT,SELL,5.318e-05,115109.0,0.6852611063079912,breakout,-0.06446734999999938,-1.042054335690351,Hard Stop Loss,0.0,0.001
0b3a6247-2ace-4b16-b32f-c13cf8766d30,2026-09-13T03:04:49.115633,KNC/USDT,BUY,0.1379,45.6,0.7899526639607243,breakout,0.0,0.0,,0.0,0.001
0b3a6247-2ace-4b16-b32f-c13cf8766d30,2026-09-13T03:05:39.273882,KNC/USDT,SELL,0.1376,45.6,0.7899526639607243,breakout,-0.01368645999999976,-0.2175489485134117,Trailing Stop,0.0,0.001
ca139937-a025-4e05-9f04-10c6d4f8a45a,2026-09-13T03:33:05.572322,INJ/USDT,BUY,6.101,1.0,0.823774208285829,breakout,0.0,0.0,,0.0,0.001
ca139937-a025-4e05-9f04-10c6d4f8a45a,2026-09-13T03:55:16.073781,INJ/USDT,SELL,6.101,1.0,0.823774208285829,breakout,-0.0061010000000000005,0.0,Coffin Nail (Exchange Stop),0.0,0.001
