trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
c4f72ba1-5e0a-4921-be62-df0be818b64c,2026-09-09T01:07:14.590776,AVA/USDT,SELL,0.1651,32.8,0.9,mean_reversion,-0.0742952800000006,-1.25598086124403,Coffin Nail (Exchange Stop),0.0,0.001
21685a30-5ef1-4d34-aa9f-25b7419db882,2026-09-09T03:00:51.931418,IOST/USDT,BUY,0.000854,6447.0,0.7,mean_reversion,0.0,0.0,,0.0,0.001
6e57b331-7239-46bd-8840-cf7a0379517f,2026-09-09T03:00:52.444418,CFG/USDT,BUY,0.11460000000000001,50.5,0.7,mean_reversion,0.0,0.0,,0.0,0.001
aae3e299-0c06-4dfb-a11b-1f21e0d38ba9,2026-09-09T03:00:53.440784,ORDI/USDT,BUY,4.338,1.26,0.7,mean_reversion,0.0,0.0,,0.0,0.001
dacfa19f-cfbe-4cd0-9658-1e6c884fa0fa,2026-09-09T03:02:40.554202,CBRSB/USDT,SELL,200.06,0.027,0.85,mean_reversion,-0.0018953799999998158,-0.03497726477789096,MR Time-Out (no reversion),0.0,0.001
6ce32713-d5b8-4b06-a2e2-62b868bc4ff6,2026-09-09T03:24:55.948919,CRDOB/USDT,SELL,168.18,0.032,0.8499999999999999,mean_reversion,-0.014085339999999018,-0.2609417625429779,MR Time-Out (no reversion),0.0,0.001
21685a30-5ef1-4d34-aa9f-25b7419db882,2026-09-09T03:24:57.549000,IOST/USDT,SELL,0.0008445434026150281,6447.0,0.7,mean_reversion,-0.06641145465757305,-1.1073299045634566,Coffin Nail (Exchange Stop),0.0,0.0
aae3e299-0c06-4dfb-a11b-1f21e0d38ba9,2026-09-09T03:25:00.116288,ORDI/USDT,SELL,4.375,1.26,0.7,mean_reversion,0.046614529999999904,0.8529276164130918,Profit Target,0.0,0.001
1b0c3504-b9df-4498-9ab4-b8e67f08a246,2026-09-09T04:01:31.307317,TUT/USDT,BUY,0.02368,230.0,0.9,mean_reversion,0.0,0.0,,0.0,0.001
6e57b331-7239-46bd-8840-cf7a0379517f,2026-09-09T04:24:23.311798,CFG/USDT,SELL,0.11339991536539665,50.5,0.7,mean_reversion,-0.0663309697734222,-1.0471942710326003,Coffin Nail (Exchange Stop),0.0,0.0
1b0c3504-b9df-4498-9ab4-b8e67f08a246,2026-09-09T04:24:24.380793,TUT/USDT,SELL,0.02343,230.0,0.9,mean_reversion,-0.06288890000000005,-1.0557432432432443,Coffin Nail (Exchange Stop),0.0,0.001
c09161b9-b8ce-4bf2-beed-eb7ba8df6c35,2026-09-09T04:42:43.823733,MEGA/USDT,BUY,0.04130999999999999,134.4,0.9,mean_reversion,0.0,0.0,,0.0,0.001
c09161b9-b8ce-4bf2-beed-eb7ba8df6c35,2026-09-09T06:33:00.228289,MEGA/USDT,SELL,0.04198999999999999,134.4,0.9,mean_reversion,0.09138636000000001,1.6460905349794244,Profit Target,0.0,0.001
