trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
04b31dd7-3da4-4326-9b1d-b745d5ca23a1,2026-09-14T04:16:20.403920,ZRX/USDT,BUY,0.112,54.0,0.8596557872818877,breakout,0.0,0.0,,0.0,0.001
93968486-4136-4216-a5eb-47bc34de5209,2026-09-14T04:16:21.268473,SOXSB/USDT,BUY,47.910000000000004,0.12,0.8389466464386874,breakout,0.0,0.0,,0.0,0.001
04b31dd7-3da4-4326-9b1d-b745d5ca23a1,2026-09-14T05:12:04.477035,ZRX/USDT,SELL,0.1133,54.0,0.8596557872818877,breakout,0.07019364999999976,1.1607142857142818,Bearish Divergence,0.0,0.001
93968486-4136-4216-a5eb-47bc34de5209,2026-09-14T05:12:06.298105,SOXSB/USDT,SELL,47.21,0.12,0.8389466464386874,breakout,-0.08400588000000034,-1.4610728449175596,Breakout Failure,0.0,0.001
9f5a696e-7c74-498c-93c8-0bcf5592ae1a,2026-09-14T07:14:16.694732,ZRO/USDT,BUY,1.046,5.91,0.6987343271539138,breakout,0.0,0.0,,0.0,0.001
2a979b72-4252-4eb3-aa89-aa511b19b4c1,2026-09-14T07:47:34.125290,SAGA/USDT,BUY,0.01815,302.3,0.8697361827005344,breakout,0.0,0.0,,0.0,0.001
9f5a696e-7c74-498c-93c8-0bcf5592ae1a,2026-09-14T07:48:56.855005,ZRO/USDT,SELL,1.051,5.91,0.6987343271539138,breakout,0.02954356999999937,0.47801147227532437,Bearish Divergence,0.0,0.001
2a979b72-4252-4eb3-aa89-aa511b19b4c1,2026-09-14T08:28:15.343241,SAGA/USDT,SELL,0.01806,302.3,0.8697361827005344,breakout,-0.02721263999999994,-0.4958677685950402,Hard Stop Loss,0.0,0.001
4f0b8a54-6fd1-4371-a59f-d365dfc704bf,2026-09-14T08:46:09.554361,CRV/USDC,BUY,0.357,17.3,0.8471604196516409,breakout,0.0,0.0,,0.0,0.001
4f0b8a54-6fd1-4371-a59f-d365dfc704bf,2026-09-14T10:40:38.909129,CRV/USDC,SELL,0.3582495,17.3,0.8471604196516409,breakout,0.015418633650000253,0.3500000000000041,Hard Stop Loss,0.0,0.001
438f7b4e-b196-4edd-84b7-13d70ce541c9,2026-09-14T14:31:53.643305,XPL/USDT,BUY,0.08274,74.2,0.8777806862873667,breakout,0.0,0.0,,0.0,0.001
