trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
d6b6606e-ac98-43ab-9eb8-5a42aab11e48,2026-09-21T00:28:57.885348,INJ/USDT,BUY,7.6930000000000005,0.71,0.9,mean_reversion,0.0,0.0,,0.0,0.00075
d6b6606e-ac98-43ab-9eb8-5a42aab11e48,2026-09-21T01:40:12.395889,INJ/USDT,SELL,7.8740000000000006,0.71,0.9,mean_reversion,0.12850458000000003,2.3527882490575855,Profit Target,0.0,0.00075
d215f50f-1334-483b-8c1d-d98391c9917d,2026-09-21T02:13:48.639876,SKHYB/USDT,BUY,187.93,0.029,0.7237463473487196,adaptive_grid,0.0,0.0,,0.0,0.00075
d215f50f-1334-483b-8c1d-d98391c9917d,2026-09-21T02:37:51.558979,SKHYB/USDT,SELL,188.39,0.029,0.7237463473487196,adaptive_grid,0.013334709999999408,0.2447719895705739,Bearish Divergence,0.0,0.00075
64e35933-b8a5-495c-b686-bf7ebbb56a5f,2026-09-21T04:00:24.742540,PROM/USDT,BUY,4.935999999999999,1.11,0.9,mean_reversion,0.0,0.0,,0.0,0.00075
b3c25d8f-1764-4a95-8014-619219b66fbe,2026-09-21T04:00:26.414824,LDO/USDT,BUY,0.44730000000000003,12.53,0.8120836998030331,breakout,0.0,0.0,,0.0,0.00075
b3c25d8f-1764-4a95-8014-619219b66fbe,2026-09-21T04:01:46.782207,LDO/USDT,SELL,0.446,12.53,0.8120836998030331,breakout,-0.016294370000000294,-0.2906326849988874,Breakout Failure,0.0,0.00075
64e35933-b8a5-495c-b686-bf7ebbb56a5f,2026-09-21T04:58:17.834555,PROM/USDT,SELL,4.887,1.11,0.9,mean_reversion,-0.05845842749999944,-0.992706645056716,Coffin Nail (Exchange Stop),0.0,0.00075
92e2d2a5-4e0c-4d44-847e-99598ca955d5,2026-09-21T05:18:02.645862,VTHO/USDT,BUY,0.0006550000000000001,8396.0,0.9,mean_reversion,0.0,0.0,,0.0,0.00075
59770743-2acd-473d-a502-f109c58fa8f3,2026-09-21T05:45:27.775224,DYDX/USDT,BUY,0.12834,42.98,0.65,mean_reversion,0.0,0.0,,0.0,0.00075
92e2d2a5-4e0c-4d44-847e-99598ca955d5,2026-09-21T05:50:40.951299,VTHO/USDT,SELL,0.0006490000000000001,8396.0,0.9,mean_reversion,-0.05038123000000032,-0.9160305343511507,Coffin Nail (Exchange Stop),0.0,0.00075
59770743-2acd-473d-a502-f109c58fa8f3,2026-09-21T07:26:49.863552,DYDX/USDT,SELL,0.13117,42.98,0.65,mean_reversion,0.12162793999999996,2.2050802555711386,Profit Target,0.0,0.00075
f537fc6d-1cd3-4f1f-8cbb-b7b0f90864c7,2026-09-21T08:15:18.536591,COTI/USDT,BUY,0.01785,306.0,0.9,mean_reversion,0.0,0.0,,0.0,0.00075
c24db76a-7cde-451f-8b9c-865c82b631f9,2026-09-21T08:15:19.874348,F/USDT,BUY,0.0036379999999999997,1515.0,0.9,mean_reversion,0.0,0.0,,0.0,0.00075
c24db76a-7cde-451f-8b9c-865c82b631f9,2026-09-21T09:28:02.970903,F/USDT,SELL,0.003685,1515.0,0.9,mean_reversion,0.07119960000000025,1.2919186366135287,Profit Target,0.0,0.00075
61a9b3ac-a86c-4c6a-851f-dd50165d33b5,2026-09-21T10:14:19.686695,UNI/USDT,BUY,8.592,0.63,0.75,mean_reversion,0.0,0.0,,0.0,0.00075
