trade_id,timestamp,symbol,side,price,size,confidence,strategy,pnl_usd,pnl_pct,exit_reason,spread_pct,fee_pct
427077dd-60d9-455b-ad4e-984e2960da51,2026-09-17T04:45:42.399195,W/USDT,BUY,0.00921,661.6,0.9,breakout,0.0,0.0,,0.0,0.001
427077dd-60d9-455b-ad4e-984e2960da51,2026-09-17T04:46:59.814462,W/USDT,SELL,0.00919,661.6,0.9,breakout,-0.01323826999999946,-0.21715526601519203,Hard Stop Loss,0.0,0.001
8e5b59f2-e80b-4286-95c0-7d8e30bd9cc2,2026-09-17T05:48:14.935378,ROSE/USDT,BUY,0.006550000000000001,835.8,0.8698750917493122,breakout,0.0,0.0,,0.0,0.001
8e5b59f2-e80b-4286-95c0-7d8e30bd9cc2,2026-09-17T05:49:40.646173,ROSE/USDT,SELL,0.00659,835.8,0.8698750917493122,breakout,0.03342629999999936,0.6106870229007516,Bearish Divergence,0.0,0.001
dbd073dc-8a48-41f8-95c2-c2e9ee39eb7e,2026-09-17T06:02:28.155065,0G/USDT,BUY,0.1929,31.73,0.8709859110512779,breakout,0.0,0.0,,0.0,0.001
dbd073dc-8a48-41f8-95c2-c2e9ee39eb7e,2026-09-17T07:03:08.052469,0G/USDT,SELL,0.1929,31.73,0.8709859110512779,breakout,-6.32e-06,0.0,Hard Stop Loss,0.0,0.001
6c6b723c-f580-4eb9-855e-9a0877e9434f,2026-09-17T08:49:25.120196,XPL/USDT,BUY,0.08469170596393898,72.1,0.7191728776617945,breakout,0.0,0.0,,0.0,0.001
45231434-8127-47c1-be91-eb3ea44e5ca6,2026-09-17T08:49:26.091696,CFG/USDT,BUY,0.1074,61.0,0.6851440807792418,breakout,0.0,0.0,,0.0,0.001
6c6b723c-f580-4eb9-855e-9a0877e9434f,2026-09-17T08:50:16.403597,XPL/USDT,SELL,0.08465000000000002,72.1,0.7191728776617945,breakout,-0.003013299999998974,-0.04924444898620589,Hard Stop Loss,0.0,0.001
45231434-8127-47c1-be91-eb3ea44e5ca6,2026-09-17T09:25:23.482851,CFG/USDT,SELL,0.1081,61.0,0.6851440807792418,breakout,0.04269318000000038,0.6517690875232833,Tier-1 Micro-Gain Fee Buffer Locked,0.0,0.001
5dbe4aa5-2c8b-4c56-be46-9ebcff223fce,2026-09-17T11:19:06.358516,CHIP/USDT,BUY,0.03737,163.0,0.7722120912339454,breakout,0.0,0.0,,0.0,0.001
5dbe4aa5-2c8b-4c56-be46-9ebcff223fce,2026-09-17T11:54:20.040836,CHIP/USDT,SELL,0.03878,163.0,0.7722120912339454,breakout,0.22982348000000025,3.7730800107037767,Take Profit,0.0,0.001
c9d3eada-4191-4fc8-b13e-d8739fde458a,2026-09-17T22:14:16.574887,GENIUS/USDT,BUY,0.39790444444444445,13.5,0.5994067789819861,breakout,0.0,0.0,,0.0,0.00075
c9d3eada-4191-4fc8-b13e-d8739fde458a,2026-09-17T22:15:23.661959,GENIUS/USDT,SELL,0.3968,13.5,0.5994067789819861,breakout,-0.014915500000000257,-0.27756524458692405,Hard Stop Loss,0.0,0.00075
4f08d088-da90-49e4-aa1b-0c961ef9fdfb,2026-09-17T23:03:46.064917,INIT/USDT,BUY,0.07609,80.6,0.876314874703953,breakout,0.0,0.0,,0.0,0.00075
ad643004-eabf-4684-9772-fbda4dbd7c9f,2026-09-17T23:03:51.015673,HOODB/USDT,BUY,109.50000000000001,0.06,0.8097000228283588,breakout,0.0,0.0,,0.0,0.00075
d342eba4-ec90-4987-b66f-5915bee7d2af,2026-09-17T23:03:52.070258,TUT/USDT,BUY,0.02008,274.0,0.75,mean_reversion,0.0,0.0,,0.0,0.00075
